"UniqueID","Probability1"
11862,0.197084781524506
11863,0.180423245223437
11864,0.222505126182756
11865,0.824872469666653
11866,0.344754093279507
11867,0.167983326369962
11868,0.391771309997928
11869,0.130430634528684
11870,0.523562276528389
11871,0.921428864592074
11872,0.493759034082498
11873,0.138359083381231
11874,0.217042558519278
11875,0.674601000564152
11876,0.0841516878881053
11877,0.491751485525123
11878,0.352510207827485
11879,0.314129834926938
11880,0.275451784510955
11881,0.661246147905446
11882,0.192774750887017
11883,0.119171885641644
11884,0.263460338950338
11885,0.255459774746669
11886,0.273576754958083
11887,0.227884583680977
11888,0.12776472940998
11889,0.302248693029066
11890,0.154051571296624
11891,0.911868963946628
11892,0.326412440819234
11893,0.272081244395747
11894,0.274196620928285
11895,0.196159424516306
11896,0.139591030820984
11897,0.137554777957719
11898,0.28149298516911
11899,0.382884492474181
11900,0.151281614718787
11901,0.462929859662578
11902,0.670295405884976
11903,0.325139889235816
11904,0.190295576951172
11905,0.125264291162071
11906,0.937521203964548
11907,0.150789481811538
11908,0.222324509340967
11909,0.219562717656834
11910,0.0990527714911398
11911,0.276368898228522
11912,0.105148599414434
11913,0.96429323483713
11914,0.442791633887707
11915,0.178651393188365
11916,0.195664700086882
11917,0.352914541666198
11918,0.862843303723457
11919,0.20482915699691
11920,0.14028674112383
11921,0.233814570609678
11922,0.83231329733213
11923,0.962130974962765
11924,0.450787296073123
11925,0.937251623577582
11926,0.421649160546871
11927,0.910238965376585
11928,0.300617305245639
11929,0.175950025199912
11930,0.964379306704844
11931,0.478704363777528
11932,0.21749721765098
11933,0.763702092983388
11934,0.112780044967978
11935,0.195766777446546
11936,0.272638891875636
11937,0.979959337836538
11938,0.562344922512512
11939,0.193029921846498
11940,0.53487040888917
11941,0.431977131455407
11942,0.788521780269924
11943,0.0937919094759766
11944,0.543807512096766
11945,0.969558583354433
11946,0.837682782161176
11947,0.926676351012172
11948,0.187428239766797
11949,0.937706311004786
11950,0.826759023826591
11951,0.189066879731495
11952,0.329516899623796
11953,0.966391618059428
11954,0.268187461544085
11955,0.863969877417614
11956,0.964379306704844
11957,0.524168633959922
11958,0.0835200842314873
11959,0.832898567859125
11960,0.864671280016042
11961,0.877631420212668
11962,0.205801047610165
11963,0.200622016311818
11964,0.298990233439739
11965,0.189066879731495
11966,0.900560763759668
11967,0.894984321530356
11968,0.723347442870339
11969,0.635756686787194
11970,0.805760497432393
11971,0.720196052681822
11972,0.812068546952817
11973,0.963087661519085
11974,0.965217524156143
11975,0.961909014952424
11976,0.433323513402896
11977,0.822212131576877
11978,0.49005964033617
11979,0.98240399679017
11980,0.78859305584357
11981,0.895293440770191
11982,0.796785034673316
11983,0.975053473208767
11984,0.766531440205897
11985,0.964379306704844
11986,0.317083442142401
11987,0.894984321530356
11988,0.120028983411825
11989,0.980585814971988
11990,0.818732432581351
11991,0.964343593304767
11992,0.644076687655527
11993,0.919078417196838
11994,0.327675208770228
11995,0.528177072973248
11996,0.757251917340435
11997,0.289041710178351
11998,0.236734776849048
11999,0.313296580692825
12000,0.894984321530356
12001,0.791641095279377
12002,0.966109452768832
12003,0.952658140876556
12004,0.933088166448043
12005,0.966477142883107
12006,0.76503407321152
12007,0.906697298709918
12008,0.410796239320344
12009,0.593215943114746
12010,0.940827550594341
12011,0.978069858291099
12012,0.208443048210039
12013,0.212152710554555
12014,0.211730701306244
12015,0.791641095279377
12016,0.477377761971187
12017,0.98240399679017
12018,0.975053473208767
12019,0.908569803261552
12020,0.917678838477314
12021,0.930286865551865
12022,0.963913840639579
12023,0.952319464999501
12024,0.382631505076694
12025,0.930478020352925
12026,0.957540283582189
12027,0.892853576632897
12028,0.350345600832427
12029,0.548346703645238
12030,0.988359390840483
12031,0.963392244564501
12032,0.564065305492908
12033,0.54524248750858
12034,0.679984721152261
12035,0.184484189596456
12036,0.308364119429155
12037,0.501599417529899
12038,0.237867395308033
12039,0.674601000564152
12040,0.107248421222087
12041,0.522891060264447
12042,0.596482203377958
12043,0.225024076049869
12044,0.793232137990506
12045,0.377209505164183
12046,0.76469057019672
12047,0.188592035762088
12048,0.933895239936101
12049,0.946075785565055
12050,0.213896948384858
12051,0.791671309181314
12052,0.300617305245639
12053,0.485465793366233
12054,0.20482915699691
12055,0.949202193828934
12056,0.635756686787194
12057,0.158890763278088
12058,0.305664629842632
12059,0.563509165049371
12060,0.368649276475263
12061,0.981621401989823
12062,0.969150001903795
12063,0.447984593629844
12064,0.581686089317151
12065,0.850717801711512
12066,0.386178995817004
12067,0.846206740199673
12068,0.883347357187361
12069,0.180000448342676
12070,0.16268343926748
12071,0.407130707894399
12072,0.837682782161176
12073,0.572064572331702
12074,0.42269632456785
12075,0.362973456725826
12076,0.971416930523023
