"UniqueID","Probability1"
11862,0.311684002361285
11863,0.410936173586105
11864,0.331126032434441
11865,0.780184910917891
11866,0.320957202136083
11867,0.151989639419262
11868,0.265927669656098
11869,0.183768115407823
11870,0.422056281935808
11871,0.730198213211841
11872,0.277888589726958
11873,0.293810221766822
11874,0.195254537473143
11875,0.865574607130974
11876,0.293161074994585
11877,0.861201192420033
11878,0.69211348968688
11879,0.314584403353596
11880,0.262830565992274
11881,0.796288012821183
11882,0.101854059113895
11883,0.172596813290467
11884,0.182759639520134
11885,0.392037797489843
11886,0.155075006836621
11887,0.300262129231719
11888,0.211823829496638
11889,0.0872473189786064
11890,0.195987176458986
11891,0.946240322275147
11892,0.281468824370039
11893,0.734922897049027
11894,0.362045068108318
11895,0.0979587679843975
11896,0.11636545363966
11897,0.283166984462603
11898,0.248140738599091
11899,0.477848671783203
11900,0.161889279550719
11901,0.634818379681162
11902,0.978666616319711
11903,0.0570744235797942
11904,0.385349870749789
11905,0.214161502567149
11906,0.830734608366199
11907,0.242987686540504
11908,0.171807155392904
11909,0.00160625199307933
11910,0.341011862280403
11911,0.157873404758311
11912,0.140716581304053
11913,0.798289326503603
11914,0.661731175622159
11915,0.29830807674791
11916,0.132561767128678
11917,0.158364424970015
11918,0.780184910917891
11919,0.327988005224828
11920,0.246104759908956
11921,0.158944345775562
11922,0.831211292365547
11923,0.981955421252762
11924,0.426121308364291
11925,0.97447662437047
11926,0.253912037603047
11927,0.80542265357301
11928,0.575496662987931
11929,0.26827046494395
11930,0.902013758891556
11931,0.267713048369482
11932,0.192464383213393
11933,0.772493489148974
11934,0.207926109992897
11935,0.175594877996607
11936,0.241708058809018
11937,0.807471353657797
11938,0.827351053246511
11939,0.131344790674747
11940,0.673192258183782
11941,0.503233782660769
11942,0.925961773240586
11943,0.161115374426957
11944,0.789664868405853
11945,0.902013758891556
11946,0.780204416624778
11947,0.947228470444521
11948,0.101657958268234
11949,0.830574480090553
11950,0.731715478417756
11951,0.184187088286356
11952,0.273445020303988
11953,0.983973454866186
11954,0.326416384051281
11955,0.781845800521036
11956,0.902013758891556
11957,0.644240453952861
11958,0.152212475667473
11959,0.845687480978957
11960,0.719763674550118
11961,0.741054817318154
11962,0.228384924600054
11963,0.197538181643407
11964,0.343171849179662
11965,0.184187088286356
11966,0.769718663068387
11967,0.738386155048434
11968,0.825453794759236
11969,0.804181081737339
11970,0.749067313481945
11971,0.735995586851242
11972,0.759776219605009
11973,0.855623550922186
11974,0.995699419237593
11975,0.800132815874548
11976,0.648532142276198
11977,0.759173380511687
11978,0.563316029654524
11979,0.88262251628646
11980,0.832561426832899
11981,0.830924204551649
11982,0.842911872056853
11983,0.907014498259576
11984,0.971006662025546
11985,0.902013758891556
11986,0.292008288823866
11987,0.828597962304327
11988,0.130566566965563
11989,0.932837296289147
11990,0.861506382659152
11991,0.811558244657681
11992,0.746313760238271
11993,0.984316015278198
11994,0.298978271683627
11995,0.701718113046648
11996,0.759604985788272
11997,0.525837213613458
11998,0.348886209141157
11999,0.395981469464317
12000,0.738386155048434
12001,0.835233841555271
12002,0.931520527383993
12003,0.916284506195209
12004,0.840553698180916
12005,0.951392343418112
12006,0.864652729371814
12007,0.778801848134255
12008,0.262342605298371
12009,0.843292557615752
12010,0.93932677102461
12011,0.927343571641735
12012,0.365010320120641
12013,0.251287565734679
12014,0.298739339169021
12015,0.835233841555271
12016,0.427173561368316
12017,0.88262251628646
12018,0.862644743838398
12019,0.846388888927179
12020,0.769622137046562
12021,0.830411894540001
12022,0.792107891872243
12023,0.768215026574165
12024,0.262025353141183
12025,0.861833705606755
12026,0.954628284419282
12027,0.932706377998891
12028,0.290212570786768
12029,0.825773729685363
12030,0.879860698950164
12031,0.981435629644949
12032,0.667387023694129
12033,0.727709562681747
12034,0.68854224898576
12035,0.115036055875701
12036,0.236177516527213
12037,0.508779638376181
12038,0.261782065340695
12039,0.817180187436989
12040,0.194464669040121
12041,0.712946967996445
12042,0.546407361605721
12043,0.144151576115841
12044,0.784820269189477
12045,0.711023466603175
12046,0.657021890034494
12047,0.191569005851512
12048,0.74864445395853
12049,0.901613705060181
12050,0.299883839284241
12051,0.793042158802553
12052,0.206417244215545
12053,0.67568094269127
12054,0.327988005224828
12055,0.999999525789831
12056,0.965496452587702
12057,0.199250947934576
12058,0.703973747609787
12059,0.692487970406999
12060,0.315120961815697
12061,0.859481209197667
12062,0.922536462120577
12063,0.673437526426763
12064,0.904541115716526
12065,0.727582090515992
12066,0.705915385953339
12067,0.872245114275374
12068,0.849850409975801
12069,0.0166686616898187
12070,0.129336482199353
12071,0.312481724178877
12072,0.749088692426745
12073,0.699778105918441
12074,0.51672550172265
12075,0.480971986772933
12076,0.911261842167764
12077,0.252972711606351
12078,0.201558801408908
12079,0.899574666983911
12080,0.754211242610234
12081,0.799855739842452
12082,0.784306413128747
12083,0.85833468692179
12084,0.897973014051576
12085,0.215357331854977
12086,0.312481724178877
12087,0.973070863868164
12088,0.15373935509783
12089,0.778029452203998
12090,0.945734375660379
12091,0.920629340556552
12092,0.546031007362406
12093,0.667751908660778
12094,0.839004379671516
12095,0.207494941909476
12096,0.97310650879293
12097,0.955949775754405
12098,0.302978034259355
12099,0.452686671440502
12100,0.258485804982284
12101,0.201558801408908
12102,0.993439026367788
12103,0.0635493150478255
12104,0.131532931750628
12105,0.938478308338975
12106,0.245993932919047
12107,0.977165387346832
12108,0.385511711740424
12109,0.399682889762536
12110,0.150930804929691
12111,0.84398206049127
12112,0.620168859239074
12113,0.859981150275868
12114,0.822251736419783
12115,0.489552585480694
12116,0.738408126208066
12117,0.475768093426616
12118,0.862212688780678
12119,0.234018738954084
12120,0.189851940358485
12121,0.816835382334484
12122,0.66041084312972
12123,0.913734857700926
12124,0.921917160447258
12125,0.921376872352694
12126,0.940967064876391
