"UniqueID","Probability1"
11862,0.382589781481991
11863,0.269300201428977
11864,0.240817867168703
11865,0.813958815769169
11866,0.29471037849301
11867,0.079384599041337
11868,0.301061118340333
11869,0.209430323672121
11870,0.325641862554324
11871,0.835624592967187
11872,0.331602109478858
11873,0.20700741914091
11874,0.21648632735402
11875,0.76043611951513
11876,0.186571394728956
11877,0.650572627860779
11878,0.64001572831789
11879,0.352525770968851
11880,0.263138499956172
11881,0.584506272813379
11882,0.100923026007669
11883,0.286908142683068
11884,0.31001601778847
11885,0.423655364958876
11886,0.185097487462415
11887,0.216027430257217
11888,0.121099983415716
11889,0.25124840810741
11890,0.162369621587386
11891,0.823711233158219
11892,0.340293665657037
11893,0.64001572831789
11894,0.35259428815559
11895,0.062083100178654
11896,0.0585751864268878
11897,0.214443561485915
11898,0.244621319965781
11899,0.423743318857001
11900,0.163042816175345
11901,0.705922518226349
11902,0.793128348308185
11903,0.108754748686755
11904,0.145900686698915
11905,0.13006904502972
11906,0.870512347253968
11907,0.161220839362831
11908,0.26344624097736
11909,0.0227940860408672
11910,0.372971291158399
11911,0.299833451612702
11912,0.114717895745419
11913,0.855216045952398
11914,0.705910055268868
11915,0.232868026003252
11916,0.0420024952668548
11917,0.133519186726411
11918,0.813958815769169
11919,0.301095277027994
11920,0.283605667560321
11921,0.173523790773273
11922,0.840109798333819
11923,0.923209640373401
11924,0.480095200650117
11925,0.887986572058977
11926,0.304220928622723
11927,0.813967906530981
11928,0.29356999076067
11929,0.255354167805331
11930,0.887986572058977
11931,0.32562867928196
11932,0.200026055876968
11933,0.791427837169488
11934,0.134752761682187
11935,0.259437757964445
11936,0.245643804220222
11937,0.855216045952398
11938,0.825990049860492
11939,0.176756124227158
11940,0.736078887606957
11941,0.621212658634965
11942,0.904023259249766
11943,0.162133105326511
11944,0.80832409959925
11945,0.887986572058977
11946,0.813967906530981
11947,0.819817775327595
11948,0.14513520878816
11949,0.835624592967187
11950,0.854752552873713
11951,0.197459983353828
11952,0.0977155966717001
11953,0.92344339478404
11954,0.158253616248749
11955,0.832299541715181
11956,0.887986572058977
11957,0.772397166789741
11958,0.185662018245734
11959,0.814866196112338
11960,0.836036479283491
11961,0.843713295284832
11962,0.164706568443784
11963,0.26344624097736
11964,0.416357968757531
11965,0.197459983353828
11966,0.840956288269147
11967,0.813958815769169
11968,0.65372790809999
11969,0.819841752612855
11970,0.813958815769169
11971,0.794829657505018
11972,0.822887691534447
11973,0.887986572058977
11974,0.923629928272244
11975,0.855965213348369
11976,0.591340104617577
11977,0.839706182572776
11978,0.722670558570979
11979,0.88590496076098
11980,0.875292033060234
11981,0.822878941804149
11982,0.828539227232928
11983,0.887980600557549
11984,0.775878789459981
11985,0.887986572058977
11986,0.325293555229872
11987,0.813958815769169
11988,0.152800590846976
11989,0.885911028693916
11990,0.813958815769169
11991,0.852634054958466
11992,0.828007509106555
11993,0.892487234975546
11994,0.127145464701234
11995,0.707154823952444
11996,0.818461510450311
11997,0.235149056718922
11998,0.345705061119169
