"UniqueID","Probability1"
11862,0.22215144534198
11863,0.229466507865628
11864,0.220799423495816
11865,0.825634406464141
11866,0.215844056823075
11867,0.146611125119233
11868,0.304693480193501
11869,0.214696975918575
11870,0.269671024022195
11871,0.862600484581587
11872,0.241248338299308
11873,0.208705574555397
11874,0.233883575755465
11875,0.63550373677802
11876,0.1858607818345
11877,0.592856418439024
11878,0.592856418439024
11879,0.27877734475426
11880,0.217828748870496
11881,0.59939145386209
11882,0.2012032201455
11883,0.185916804243464
11884,0.215663105420537
11885,0.3065442114916
11886,0.19578183155103
11887,0.215663105420537
11888,0.1858607818345
11889,0.199713296662131
11890,0.217812005541023
11891,0.904810835489882
11892,0.232474729793992
11893,0.592856418439024
11894,0.217472103481667
11895,0.147859669273736
11896,0.188062840287569
11897,0.208705574555397
11898,0.214696975918575
11899,0.30735123504028
11900,0.220799423495816
11901,0.614883075595907
11902,0.614883075595907
11903,0.192048821185492
11904,0.191608400512042
11905,0.195640164841957
11906,0.878760960751929
11907,0.190977392614063
11908,0.236882236897996
11909,0.162554107540618
11910,0.241248338299308
11911,0.231942375151043
11912,0.197401180097714
11913,0.888007670183897
11914,0.614845375263884
11915,0.211461214990875
11916,0.164944211461178
11917,0.191608400512042
11918,0.825634406464141
11919,0.228504979213647
11920,0.220799423495816
11921,0.236882236897996
11922,0.822594419085595
11923,0.90465822938614
11924,0.58809732581951
11925,0.903434415052355
11926,0.236882236897996
11927,0.830319192868969
11928,0.236462388910179
11929,0.197401180097714
11930,0.903434415052355
11931,0.273031960942489
11932,0.201308567086241
11933,0.605934530981205
11934,0.208705574555397
11935,0.235527640829927
11936,0.197401180097714
11937,0.888007670183897
11938,0.557674749071373
11939,0.197401180097714
11940,0.612706841079607
11941,0.58560866992293
11942,0.801715680944221
11943,0.199787678238662
11944,0.825634406464141
11945,0.903434415052355
11946,0.830319192868969
11947,0.903434415052355
11948,0.215663105420537
11949,0.862600484581587
11950,0.732880459389986
11951,0.1858607818345
11952,0.183238752059371
11953,0.904810835489882
11954,0.211433372210602
11955,0.831911198784603
11956,0.903434415052355
11957,0.63550373677802
11958,0.186154899481559
11959,0.840113110703642
11960,0.851843520684918
11961,0.834066160545799
11962,0.21962864315078
11963,0.236882236897996
11964,0.290513951263511
11965,0.1858607818345
11966,0.834066160545799
11967,0.825634406464141
11968,0.570364343469543
11969,0.812530981809232
11970,0.825634406464141
11971,0.63550373677802
11972,0.804847603670609
11973,0.903434415052355
11974,0.904810835489882
11975,0.888423986416025
