"UniqueID","Probability1"
11862,0.370783894278719
11863,0.603375798224097
11864,0.331711892423287
11865,0.450610046195214
11866,0.455478657733855
11867,0.3261967122481
11868,0.776458131167649
11869,0.287552866373076
11870,0.300241384064965
11871,0.44119495329259
11872,0.403659456722564
11873,0.299251497168177
11874,0.719714078806529
11875,0.409959318526889
11876,0.372954896778316
11877,0.367615414413682
11878,0.441831811175473
11879,0.334499203221911
11880,0.41643975519762
11881,0.484555487781663
11882,0.400470429638
11883,0.314684271839833
11884,0.562281233452902
11885,0.406834263470728
11886,0.194136636794823
11887,0.303422235457899
11888,0.501291922890261
11889,0.202290888408834
11890,0.271326226883209
11891,0.274374906088862
11892,0.417807523415237
11893,0.392204306980276
11894,0.865554883172334
11895,0.390764259023418
11896,0.428678316916312
11897,0.360166635195107
11898,0.267416841940423
11899,0.210668483418741
11900,0.423817884887367
11901,0.267546515364717
11902,0.542299959867522
11903,0.27003963140217
11904,0.82108531000624
11905,0.684841921535117
11906,0.297798221036571
11907,0.245642562983657
11908,0.291349263742885
11909,0.808214478328383
11910,0.202557236326935
11911,0.320871334675765
11912,0.272516519839837
11913,0.329477820113456
11914,0.443756567299726
11915,0.255434286596565
11916,0.855783881553416
11917,0.734591444390747
11918,0.221891721137587
11919,0.235229776847991
11920,0.246886329783606
11921,0.776458131167649
11922,0.360964759165342
11923,0.322402947198475
11924,0.4137995245906
11925,0.84802666260683
11926,0.86662477603632
11927,0.422852555692547
11928,0.839188732159006
11929,0.243574123595594
11930,0.818640199034471
11931,0.369159897720295
11932,0.35652057324606
11933,0.899713579322156
11934,0.410335076102646
11935,0.360387125286221
11936,0.627892218383411
11937,0.233668822572915
11938,0.36565709461845
11939,0.439182185834473
11940,0.761863976923938
11941,0.535404618065841
11942,0.369449704641113
11943,0.557358107475375
11944,0.728742197980399
11945,0.732332911476651
11946,0.199848011215495
11947,0.604351554350654
11948,0.899713579322156
11949,0.784826079885598
11950,0.744249653928851
11951,0.322774228105972
11952,0.799544380588992
11953,0.627972862874119
11954,0.28461385446346
11955,0.196861062726984
11956,0.825964030008388
11957,0.340734954134737
11958,0.847123079210254
11959,0.899713579322156
11960,0.541292757035457
11961,0.422336095976582
11962,0.640187023123886
11963,0.771024549823663
11964,0.768065090523823
11965,0.34673380844009
11966,0.384194471491771
11967,0.491421834890023
11968,0.28461385446346
11969,0.73409210702706
11970,0.838888311725487
11971,0.39378496494769
11972,0.672725885542761
11973,0.83318946255177
11974,0.681087247855936
11975,0.843793783144002
11976,0.831104911526664
11977,0.915494731638353
11978,0.861385900102243
11979,0.477760770048332
11980,0.754124117111657
11981,0.52249922868246
11982,0.905312801384138
11983,0.675315311549331
11984,0.75435509747945
11985,0.765632584193768
11986,0.843532189397752
11987,0.704407133250109
11988,0.899713579322156
11989,0.330067076491657
11990,0.720492368034048
11991,0.330690888287897
11992,0.903991781649414
11993,0.763587417351574
11994,0.870512368533452
11995,0.645037039991008
11996,0.943781248095948
11997,0.301387117654617
11998,0.606439662524542
11999,0.844666146091497
12000,0.311272224362543
12001,0.367944217371702
12002,0.371221802385401
12003,0.838888311725487
12004,0.754090159951344
12005,0.800024307183142
