"UniqueID","Probability1"
11862,0.163962262681058
11863,0.149381217525491
11864,0.274530615399137
11865,0.80213565686072
11866,0.311083984402786
11867,0.15833885394553
11868,0.326306982294877
11869,0.171004270891867
11870,0.492254658250051
11871,0.885603602154566
11872,0.4403188690099
11873,0.0967565632574331
11874,0.211682875527328
11875,0.607858345198588
11876,0.0974439677950214
11877,0.463738486552888
11878,0.385074588294666
11879,0.283464932255334
11880,0.428091571214879
11881,0.66589475428155
11882,0.258119302124269
11883,0.114138984736263
11884,0.270016250332016
11885,0.255363425685198
11886,0.262701879936652
11887,0.255070780898521
11888,0.106077435622829
11889,0.269561173734811
11890,0.151857373101375
11891,0.892361258812872
11892,0.325015143632474
11893,0.301005835270534
11894,0.221087229512938
11895,0.221877461108319
11896,0.0682334383289374
11897,0.159306295496844
11898,0.258500403526085
11899,0.474800818416582
11900,0.144961718020542
11901,0.499428142094612
11902,0.625525640498857
11903,0.283664228072364
11904,0.218317452800036
11905,0.172300203663999
11906,0.921765406112274
11907,0.149518397548432
11908,0.158451215614092
11909,0.26022855574513
11910,0.0857532698961676
11911,0.270401626629182
11912,0.115654690319077
11913,0.95076532405947
11914,0.513509047030215
11915,0.166312424785446
11916,0.300728039458511
11917,0.350567564848878
11918,0.879645109207346
11919,0.223185887308532
11920,0.142011584661764
11921,0.279494014056644
11922,0.869745583387116
11923,0.932714364042231
11924,0.492617974742275
11925,0.958287213759069
11926,0.44337247688373
11927,0.933171178080865
11928,0.266279100641097
11929,0.198332506054882
11930,0.969531265673935
11931,0.485930152209507
11932,0.221575619268129
11933,0.625937853857403
11934,0.11599938949939
11935,0.173300666335118
11936,0.249561173734811
11937,0.98149655231377
11938,0.65383515871593
11939,0.198193852384401
11940,0.469899856743305
11941,0.427369272656469
11942,0.749413542612357
11943,0.0567090014837953
11944,0.63577406771431
11945,0.966313265286705
11946,0.841969600694664
11947,0.833606349206349
11948,0.159666384464052
11949,0.932868750115968
11950,0.856519346554476
11951,0.155786608403247
11952,0.322261696947611
11953,0.968494320982148
11954,0.246542368416022
11955,0.86517056467375
11956,0.969531265673935
11957,0.645517276816918
11958,0.109641677504491
11959,0.835875218676646
11960,0.870033860214433
11961,0.834944973985151
11962,0.258815295815296
11963,0.233535569010363
11964,0.348889333975112
11965,0.155786608403247
11966,0.864335200746965
11967,0.905781597572531
11968,0.76522658457687
11969,0.624478339156634
11970,0.815646495384499
11971,0.735180533609187
11972,0.848099240938856
11973,0.927165117138557
11974,0.943640334382091
11975,0.960678195138508
11976,0.47332686474623
11977,0.88617915128121
11978,0.528318542458496
11979,0.957283866054046
11980,0.773019707579064
11981,0.906298882187771
11982,0.784004774113986
11983,0.984508659837887
11984,0.77309017139185
11985,0.969531265673935
11986,0.24039224414016
11987,0.905781597572531
11988,0.112149041325401
11989,0.957283866054046
11990,0.809320773625482
11991,0.928389286108247
11992,0.62408593391305
11993,0.931725723622782
11994,0.274288685403863
11995,0.519273295158677
11996,0.796358338386049
11997,0.279068151147098
11998,0.225432789159987
11999,0.382676418613774
12000,0.905781597572531
12001,0.770671440780652
12002,0.945568673990287
12003,0.971313265286705
12004,0.923891623338088
12005,0.95076532405947
12006,0.649546882644791
12007,0.933171178080865
12008,0.402178342232362
12009,0.493488126048277
12010,0.958281132569987
12011,0.980956394253373
12012,0.215432783689759
12013,0.239337067376989
12014,0.274862236815522
12015,0.770671440780652
12016,0.539966960678339
12017,0.957283866054046
12018,0.984508659837887
12019,0.941554103311046
12020,0.922868750115968
12021,0.950169403394769
12022,0.949506706340398
12023,0.946920408304752
12024,0.310393134103942
12025,0.938446954157267
12026,0.949279390139611
12027,0.910938291709605
12028,0.304967804712297
12029,0.411095557460812
12030,0.986993114711945
12031,0.950990880907948
12032,0.502334580298617
12033,0.572278369618613
12034,0.735329801008455
12035,0.210619302124269
12036,0.392325221894731
12037,0.586286677552734
12038,0.18771308867326
12039,0.607858345198588
12040,0.168815687437231
12041,0.467548666521044
12042,0.653444863931158
12043,0.172814112251081
12044,0.854685767630361
12045,0.366753322179495
12046,0.756773179666978
12047,0.163925842573026
12048,0.960169403394769
12049,0.922684358951577
12050,0.205174979609762
12051,0.699689249636222
12052,0.266279100641097
12053,0.484111324506181
12054,0.223185887308532
12055,0.943532732860625
12056,0.624478339156634
12057,0.23252791398025
12058,0.273941934306116
12059,0.555717282803697
12060,0.314550655982131
12061,0.979809471920937
12062,0.959371097169184
12063,0.446211224524727
12064,0.526741173705211
12065,0.836269659749775
12066,0.373629689141938
12067,0.870434293949174
12068,0.920008353113406
12069,0.259581930115966
12070,0.170625567225093
12071,0.410887312020328
12072,0.841969600694664
12073,0.46375327847002
12074,0.416862927376411
12075,0.418552821795717
12076,0.984351025618243
12077,0.28084022312041
12078,0.272582528043336
12079,0.761208066058352
12080,0.557969549533052
12081,0.67230761062241
12082,0.936329987656333
12083,0.938491429461659
12084,0.977278273784612
12085,0.29492808047927
12086,0.410887312020328
12087,0.97086292067532
12088,0.116460411236273
12089,0.864230849302963
12090,0.869661428013711
12091,0.970044141082089
12092,0.469899856743305
12093,0.454584900241826
